,Unnamed: 0,Adjektiv,P(han),P(hun),Differanse
568,568,handlagd,0.2516754567623138,0.2645668089389801,-0.0128913521766662
1560,1560,unnvikende,0.2559038400650024,0.2685860097408294,-0.012682169675827
388,388,fjern,0.152178406715393,0.164811223745346,-0.012632817029953
1107,1107,prippen,0.2565041482448578,0.2686418294906616,-0.0121376812458038
1097,1097,porno,0.2911725342273712,0.3028258383274078,-0.0116533041000366
8,8,abnorm,0.1834008693695068,0.1947123110294342,-0.0113114416599273
649,649,indre,0.1090964525938034,0.1202898100018501,-0.0111933574080467
738,738,klam,0.1260031312704086,0.1371286660432815,-0.0111255347728729
1506,1506,uemosjonell,0.2071021497249603,0.2179972827434539,-0.0108951330184936
402,402,flink,0.2612779140472412,0.2721497118473053,-0.010871797800064
1552,1552,under lås og lukke,0.2161737084388733,0.2268367260694503,-0.010663017630577
1289,1289,snakkende,0.2086698114871978,0.2192573249340057,-0.0105875134468078
473,473,full,0.139604389667511,0.1499480009078979,-0.0103436112403869
358,358,fantastisk,0.2454980611801147,0.2558044791221618,-0.0103064179420471
693,693,jevnbyrdig,0.1077146679162979,0.1178752705454826,-0.0101606026291847
1195,1195,samfunnsmessig,0.2192917019128799,0.229202002286911,-0.009910300374031
868,868,lummer,0.2472445517778396,0.2570164203643799,-0.0097718685865402
1611,1611,vannet,0.2300827950239181,0.2394988983869552,-0.0094161033630371
1165,1165,robust,0.2204615920782089,0.2297300845384597,-0.0092684924602508
90,90,anstendig,0.2436795234680175,0.2528666257858276,-0.00918710231781
1632,1632,velkommen,0.2127808630466461,0.2219557911157608,-0.0091749280691146
808,808,kulturell,0.2018066644668579,0.2109416723251342,-0.0091350078582763
1120,1120,påfølgende,0.0619950257241725,0.0710962191224098,-0.0091011933982372
811,811,kumulativ,0.1355117112398147,0.1443561911582946,-0.0088444799184799
43,43,aktpågivende,0.310450792312622,0.3189877271652221,-0.0085369348526
747,747,klippet,0.1674380451440811,0.1754646897315979,-0.0080266445875167
147,147,bedriten,0.2380173951387405,0.2458439916372299,-0.0078265964984893
613,613,hyper,0.1732610464096069,0.1805078089237213,-0.0072467625141143
5,5,abdominal,0.2092115432024002,0.2162076085805893,-0.006996065378189
640,640,imaginær,0.1022658571600914,0.1092395856976509,-0.0069737285375595
225,225,brysom,0.2208071649074554,0.2275321185588836,-0.0067249536514282
757,757,kognitiv,0.1871059238910675,0.1930983364582061,-0.0059924125671386
532,532,godhjerta,0.2695381641387939,0.2753404676914215,-0.0058023035526275
740,740,klar,0.2195307612419128,0.2252635657787323,-0.0057328045368194
628,628,idel,0.0758292153477668,0.0814746171236038,-0.0056454017758369
734,734,kjær,0.1758416444063186,0.1814513057470321,-0.0056096613407135
1333,1333,straffbar,0.2817407548427582,0.287294864654541,-0.0055541098117828
1073,1073,patt,0.1575837582349777,0.1629925966262817,-0.005408838391304
482,482,fysisk,0.1239009872078895,0.1292882412672042,-0.0053872540593147
42,42,aktivistisk,0.3294464945793152,0.3346852660179138,-0.0052387714385986
1308,1308,spenningsfri,0.0605997517704963,0.0655738413333892,-0.0049740895628929
413,413,forelska,0.1747290045022964,0.179664134979248,-0.0049351304769515
663,663,innmari,0.2792651653289795,0.2834952771663666,-0.004230111837387
1551,1551,unaturlig,0.2963592112064361,0.3004918396472931,-0.0041326284408569
1521,1521,uforståelig,0.3010241091251373,0.3051263093948364,-0.004102200269699
1363,1363,surjektiv,0.2286083400249481,0.2326974421739578,-0.0040891021490097
1561,1561,unormal,0.227843165397644,0.2315651774406433,-0.0037220120429992
524,524,glatt,0.2239857017993927,0.2269417345523834,-0.0029560327529907
716,716,kjempedum,0.1693303287029266,0.1720886081457138,-0.0027582794427871
924,924,misfornøyd,0.1563410460948944,0.158830776810646,-0.0024897307157516
897,897,manipulerende,0.2590174674987793,0.2609018683433532,-0.0018844008445739
706,706,kass,0.2595239579677582,0.2612562775611877,-0.0017323195934295
417,417,forfjamset,0.2089059501886367,0.2105904072523117,-0.0016844570636749
1362,1362,sur,0.2360545992851257,0.2375609278678894,-0.0015063285827636
394,394,flercella,0.1121394708752632,0.1135719716548919,-0.0014325007796287
597,597,hjertelig,0.2894599735736847,0.2905895709991455,-0.0011295974254608
460,460,fremherskende,0.1194659247994422,0.1204726248979568,-0.0010067000985145
588,588,hes,0.2163344025611877,0.2166765332221985,-0.0003421306610107
141,141,banal,0.1014438420534133,0.1017031520605087,-0.0002593100070953
851,851,likendes,0.1672139912843704,0.1674348413944244,-0.000220850110054
